Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
MK,Macro Indicators,223,Turkey,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,863711.7104,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,223,Turkey,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,10862.6004,Fc,Calculated data,
MK,Macro Indicators,213,Turkmenistan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,36169.42857,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,213,Turkmenistan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,6387.487421,Fc,Calculated data,
MK,Macro Indicators,224,Turks and Caicos Islands,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,950.358,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,224,Turks and Caicos Islands,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,27230.88825,Fc,Calculated data,
MK,Macro Indicators,227,Tuvalu,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,39.545504,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,227,Tuvalu,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,3563.621114,Fc,Calculated data,
MK,Macro Indicators,226,Uganda,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,25423.48948,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,226,Uganda,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,612.791914,Fc,Calculated data,
MK,Macro Indicators,230,Ukraine,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,93355.86898,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,230,Ukraine,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2100.782123,Fc,Calculated data,
MK,Macro Indicators,225,United Arab Emirates,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,357045.156,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,225,United Arab Emirates,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,38517.81024,Fc,Calculated data,
MK,Macro Indicators,229,United Kingdom of Great Britain and Northern Ireland,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2694283.21,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,229,United Kingdom of Great Britain and Northern Ireland,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,40953.66484,Fc,Calculated data,
MK,Macro Indicators,215,United Republic of Tanzania,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,51036.12198,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,215,United Republic of Tanzania,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,918.375034,Fc,Calculated data,
MK,Macro Indicators,231,United States of America,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,18715040,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,231,United States of America,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,58088.84147,Fc,Calculated data,
MK,Macro Indicators,234,Uruguay,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,52687.59988,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,234,Uruguay,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,15298.3473,Fc,Calculated data,
MK,Macro Indicators,235,Uzbekistan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,81779.01911,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,235,Uzbekistan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2600.551793,Fc,Calculated data,
MK,Macro Indicators,155,Vanuatu,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,804.328186,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,155,Vanuatu,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2974.564486,Fc,Calculated data,
MK,Macro Indicators,236,Venezuela (Bolivarian Republic of),6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,288684.8648,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,236,Venezuela (Bolivarian Republic of),6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,9144.805748,Fc,Calculated data,
MK,Macro Indicators,237,Viet Nam,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,205276.1713,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,237,Viet Nam,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2170.648046,Fc,Calculated data,
MK,Macro Indicators,249,Yemen,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,24742.60372,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,249,Yemen,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,896.984218,Fc,Calculated data,
MK,Macro Indicators,251,Zambia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,21452.66408,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,251,Zambia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1292.999808,Fc,Calculated data,
MK,Macro Indicators,181,Zimbabwe,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,20548.67807,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,181,Zimbabwe,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1272.335448,Fc,Calculated data,
